"","WK_ID","WK","MESSSTELLE","ID_ABSCHNITT","QK","Parameterbezeichnung","DATUM","WERT","Kommentar","EINHEIT","MESSPROGRAMM","EU_CD_LW"
"13","80001581473","Templiner See bei Templin","WP_TES_A_1","WP_TES_A_1","Abfluss FG (Hydrologie)","Abfluss (l/s)",2009-08-11,1158.85,NA,"l/s","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"14","80001581473","Templiner See bei Templin","WP_TES_A_1","WP_TES_A_1","Abfluss FG (Hydrologie)","Abfluss (l/s)",2009-08-26,462.23,NA,"l/s","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"15","80001581473","Templiner See bei Templin","WP_TES_A_1","WP_TES_A_1","Abfluss FG (Hydrologie)","Abfluss (l/s)",2009-09-10,296,NA,"l/s","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"16","80001581473","Templiner See bei Templin","WP_TES_A_1","WP_TES_A_1","Abfluss FG (Hydrologie)","Abfluss (l/s)",2009-09-22,1068.8,NA,"l/s","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"17","80001581473","Templiner See bei Templin","WP_TES_A_1","WP_TES_A_1","Abfluss FG (Hydrologie)","Abfluss (l/s)",2009-10-07,1139.2,NA,"l/s","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"18","80001581473","Templiner See bei Templin","WP_TES_A_1","WP_TES_A_1","Abfluss FG (Hydrologie)","Abfluss (l/s)",2009-10-21,822.4,NA,"l/s","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"19","80001581473","Templiner See bei Templin","WP_TES_A_1","WP_TES_A_1","Abfluss FG (Hydrologie)","Abfluss (l/s)",2009-11-10,921.6,NA,"l/s","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"20","80001581473","Templiner See bei Templin","WP_TES_A_1","WP_TES_A_1","Abfluss FG (Hydrologie)","Abfluss (l/s)",2009-11-19,926.4,NA,"l/s","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"21","80001581473","Templiner See bei Templin","WP_TES_A_1","WP_TES_A_1","Abfluss FG (Hydrologie)","Abfluss (l/s)",2009-12-09,1195.2,NA,"l/s","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"22","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx1","Chemie (See und FG)","Ammonium-N gelöst",2009-03-16,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"23","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx1","Chemie (See und FG)","Ammonium-N gelöst",2009-05-27,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"24","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx1","Chemie (See und FG)","Ammonium-N gelöst",2009-06-17,0.07,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"25","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx1","Chemie (See und FG)","Ammonium-N gelöst",2009-07-16,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"26","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx1","Chemie (See und FG)","Ammonium-N gelöst",2009-08-12,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"27","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx1","Chemie (See und FG)","Ammonium-N gelöst",2009-09-02,0.009,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"28","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx1","Chemie (See und FG)","Ammonium-N gelöst",2009-09-30,0.059,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"29","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx1","Chemie (See und FG)","Ammonium-N gelöst",2009-11-11,0.104,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"30","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx2","Chemie (See und FG)","Ammonium-N gelöst",2009-03-16,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"31","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx2","Chemie (See und FG)","Ammonium-N gelöst",2009-05-27,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"32","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx2","Chemie (See und FG)","Ammonium-N gelöst",2009-06-17,0.02,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"33","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx2","Chemie (See und FG)","Ammonium-N gelöst",2009-07-16,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"34","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx2","Chemie (See und FG)","Ammonium-N gelöst",2009-08-12,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"35","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx2","Chemie (See und FG)","Ammonium-N gelöst",2009-09-02,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"36","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx2","Chemie (See und FG)","Ammonium-N gelöst",2009-09-30,0.053,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"37","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx2","Chemie (See und FG)","Ammonium-N gelöst",2009-11-11,0.114,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"38","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx3","Chemie (See und FG)","Ammonium-N gelöst",2009-03-16,0.018,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"39","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx3","Chemie (See und FG)","Ammonium-N gelöst",2009-05-27,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"40","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx3","Chemie (See und FG)","Ammonium-N gelöst",2009-06-17,0.01,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"41","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx3","Chemie (See und FG)","Ammonium-N gelöst",2009-07-16,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"42","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx3","Chemie (See und FG)","Ammonium-N gelöst",2009-08-12,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"43","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx3","Chemie (See und FG)","Ammonium-N gelöst",2009-09-02,0.014,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"44","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx3","Chemie (See und FG)","Ammonium-N gelöst",2009-09-30,0.119,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"45","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx3","Chemie (See und FG)","Ammonium-N gelöst",2009-11-11,0.118,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"46","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx4","Chemie (See und FG)","Ammonium-N gelöst",2009-03-16,0.027,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"47","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx4","Chemie (See und FG)","Ammonium-N gelöst",2009-05-27,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"48","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx4","Chemie (See und FG)","Ammonium-N gelöst",2009-06-17,0.01,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"49","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx4","Chemie (See und FG)","Ammonium-N gelöst",2009-07-16,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"50","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx4","Chemie (See und FG)","Ammonium-N gelöst",2009-08-12,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"51","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx4","Chemie (See und FG)","Ammonium-N gelöst",2009-09-02,0.057,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"52","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx4","Chemie (See und FG)","Ammonium-N gelöst",2009-09-30,0.121,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"53","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx4","Chemie (See und FG)","Ammonium-N gelöst",2009-11-11,0.108,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"54","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx5","Chemie (See und FG)","Ammonium-N gelöst",2009-03-16,0.032,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"55","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx5","Chemie (See und FG)","Ammonium-N gelöst",2009-05-27,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"56","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx5","Chemie (See und FG)","Ammonium-N gelöst",2009-06-17,0.02,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"57","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx5","Chemie (See und FG)","Ammonium-N gelöst",2009-07-16,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"58","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx5","Chemie (See und FG)","Ammonium-N gelöst",2009-08-12,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"59","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx5","Chemie (See und FG)","Ammonium-N gelöst",2009-09-02,0.186,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"60","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx5","Chemie (See und FG)","Ammonium-N gelöst",2009-09-30,0.13,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"61","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx5","Chemie (See und FG)","Ammonium-N gelöst",2009-11-11,0.118,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"62","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx6","Chemie (See und FG)","Ammonium-N gelöst",2009-03-16,0.051,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"63","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx6","Chemie (See und FG)","Ammonium-N gelöst",2009-05-27,0.0025,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"64","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx6","Chemie (See und FG)","Ammonium-N gelöst",2009-06-17,0.01,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"65","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx6","Chemie (See und FG)","Ammonium-N gelöst",2009-07-16,0.03,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"66","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx6","Chemie (See und FG)","Ammonium-N gelöst",2009-08-12,0.04,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"67","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx6","Chemie (See und FG)","Ammonium-N gelöst",2009-09-02,0.268,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"68","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx6","Chemie (See und FG)","Ammonium-N gelöst",2009-09-30,0.121,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"69","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx6","Chemie (See und FG)","Ammonium-N gelöst",2009-11-11,0.137,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"70","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx7","Chemie (See und FG)","Ammonium-N gelöst",2009-05-27,0.01,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"71","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx7","Chemie (See und FG)","Ammonium-N gelöst",2009-06-17,0.03,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"72","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx9999","Chemie (See und FG)","Ammonium-N gelöst",2010-07-12,0.023,NA,"mg/l","Monitoring 2010 Nordlos","DELW_DEBB80001581473"
"73","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx9999","Chemie (See und FG)","Ammonium-N gelöst",2010-07-29,0.031,NA,"mg/l","Monitoring 2010 Nordlos","DELW_DEBB80001581473"
"74","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2007-04-27,0.018,NA,"mg/l","operatives Monitoring von Seen und Kleinseen IAG","DELW_DEBB80001581473"
"75","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2007-06-04,0.012,NA,"mg/l","operatives Monitoring von Seen und Kleinseen IAG","DELW_DEBB80001581473"
"76","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2007-06-27,0.012,NA,"mg/l","operatives Monitoring von Seen und Kleinseen IAG","DELW_DEBB80001581473"
"77","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2007-07-25,0.062,NA,"mg/l","operatives Monitoring von Seen und Kleinseen IAG","DELW_DEBB80001581473"
"78","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2007-08-30,0.032,NA,"mg/l","operatives Monitoring von Seen und Kleinseen IAG","DELW_DEBB80001581473"
"79","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2007-11-07,0.185,NA,"mg/l","operatives Monitoring von Seen und Kleinseen IAG","DELW_DEBB80001581473"
"80","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2009-03-16,0.063,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"81","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2009-05-27,0.18,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"82","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2009-06-17,0.13,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"83","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2009-07-16,0.94,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"84","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2009-08-12,0.87,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"85","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2009-09-02,0.305,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"86","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2009-09-30,0.139,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"87","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2009-11-11,0.137,NA,"mg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"88","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2010-04-13,0.055,NA,"mg/l","Monitoring 2010 Nordlos","DELW_DEBB80001581473"
"89","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2010-05-27,0.016,NA,"mg/l","Monitoring 2010 Nordlos","DELW_DEBB80001581473"
"90","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2010-07-12,0.056,NA,"mg/l","Monitoring 2010 Nordlos","DELW_DEBB80001581473"
"91","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2010-07-29,0.016,NA,"mg/l","Monitoring 2010 Nordlos","DELW_DEBB80001581473"
"92","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2010-09-08,0.031,NA,"mg/l","Monitoring 2010 Nordlos","DELW_DEBB80001581473"
"93","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2010-09-30,0.104,NA,"mg/l","Monitoring 2010 Nordlos","DELW_DEBB80001581473"
"94","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2014-03-24,0.009,NA,"mg/l","Seeuntersuchungen 2014 Nordlos","DELW_DEBB80001581473"
"95","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2014-05-07,0.303,NA,"mg/l","Seeuntersuchungen 2014 Nordlos","DELW_DEBB80001581473"
"96","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2014-06-10,0.154,NA,"mg/l","Seeuntersuchungen 2014 Nordlos","DELW_DEBB80001581473"
"97","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2014-07-14,0.207,NA,"mg/l","Seeuntersuchungen 2014 Nordlos","DELW_DEBB80001581473"
"98","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2014-08-05,0.0045,NA,"mg/l","Seeuntersuchungen 2014 Nordlos","DELW_DEBB80001581473"
"99","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2014-09-03,0.095,NA,"mg/l","Seeuntersuchungen 2014 Nordlos","DELW_DEBB80001581473"
"100","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2017-05-31,0.024,NA,"mg/l","Limnochemie Seen 2017","DELW_DEBB80001581473"
"101","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2017-07-06,0.005,NA,"mg/l","Limnochemie Seen 2017","DELW_DEBB80001581473"
"102","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2017-08-17,0.052,NA,"mg/l","Limnochemie Seen 2017","DELW_DEBB80001581473"
"103","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2017-09-14,0.204,NA,"mg/l","Limnochemie Seen 2017","DELW_DEBB80001581473"
"104","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2017-10-26,0.058,NA,"mg/l","Limnochemie Seen 2017","DELW_DEBB80001581473"
"105","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2017-11-23,0.291,NA,"mg/l","Limnochemie Seen 2017","DELW_DEBB80001581473"
"106","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2020-04-02,0.128,NA,"mg/l","Limnochemie 2020","DELW_DEBB80001581473"
"107","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2020-05-26,0.029,NA,"mg/l","Limnochemie 2020","DELW_DEBB80001581473"
"108","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2020-06-23,0.026,NA,"mg/l","Limnochemie 2020","DELW_DEBB80001581473"
"109","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2020-07-29,0.128,NA,"mg/l","Limnochemie 2020","DELW_DEBB80001581473"
"110","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2020-09-08,0.178,NA,"mg/l","Limnochemie 2020","DELW_DEBB80001581473"
"111","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2020-10-19,0.088,NA,"mg/l","Limnochemie 2020","DELW_DEBB80001581473"
"112","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2023-03-22,0.052,NA,"mg/l","Limnochemie und Phytoplankton Seen 2022","DELW_DEBB80001581473"
"113","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2023-05-04,0.019,NA,"mg/l","Limnochemie und Phytoplankton Seen 2022","DELW_DEBB80001581473"
"114","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2023-07-04,0.039,NA,"mg/l","Limnochemie und Phytoplankton Seen 2022","DELW_DEBB80001581473"
"115","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2023-08-15,0.044,NA,"mg/l","Limnochemie und Phytoplankton Seen 2022","DELW_DEBB80001581473"
"116","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2023-09-21,0.062,NA,"mg/l","Limnochemie und Phytoplankton Seen 2022","DELW_DEBB80001581473"
"117","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","Chemie (See und FG)","Ammonium-N gelöst",2023-11-02,0.068,NA,"mg/l","Limnochemie und Phytoplankton Seen 2022","DELW_DEBB80001581473"
"118","80001581473","Templiner See bei Templin","WP_TES_A_1","WP_TES_A_1","Chemie (See und FG)","Ammonium-N gelöst",2009-02-19,0.087,NA,"µg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
"119","80001581473","Templiner See bei Templin","WP_TES_A_1","WP_TES_A_1","Chemie (See und FG)","Ammonium-N gelöst",2009-03-03,0.016,NA,"µg/l","investigatives Monitoring Templiner Seenkreuz","DELW_DEBB80001581473"
