"","WK_ID","WK","MESSSTELLE","ABSCHNITT","JAHR","LAENGE_VON","LAENGE_BIS","TIEFE_VON","TIEFE_BIS","EU_CD_LW"
"86","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx5,0","2020",NA,NA,NA,5,"DELW_DEBB80001581473"
"87","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx5,5","2009",NA,NA,NA,5.5,"DELW_DEBB80001581473"
"88","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx5,5","2010",NA,NA,NA,5.5,"DELW_DEBB80001581473"
"89","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx5,5","2020",NA,NA,NA,5.5,"DELW_DEBB80001581473"
"90","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx5,5","2023",NA,NA,5.5,5.5,"DELW_DEBB80001581473"
"91","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx6","2007",NA,NA,NA,6,"DELW_DEBB80001581473"
"92","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx6","2009",NA,NA,NA,6,"DELW_DEBB80001581473"
"93","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx6","2010",NA,NA,NA,6,"DELW_DEBB80001581473"
"94","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx6","2023",NA,NA,6,6,"DELW_DEBB80001581473"
"95","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx6,0","2017",NA,NA,NA,6,"DELW_DEBB80001581473"
"96","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx6,0","2020",NA,NA,NA,6,"DELW_DEBB80001581473"
"97","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx6,5","2009",NA,NA,NA,6.5,"DELW_DEBB80001581473"
"98","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx6,5","2020",NA,NA,NA,6.5,"DELW_DEBB80001581473"
"99","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx6,5","2023",NA,NA,6.5,6.5,"DELW_DEBB80001581473"
"100","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx7","2007",NA,NA,NA,7,"DELW_DEBB80001581473"
"101","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx7","2009",NA,NA,NA,7,"DELW_DEBB80001581473"
"102","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx7","2010",NA,NA,NA,7,"DELW_DEBB80001581473"
"103","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx7","2023",NA,NA,7,7,"DELW_DEBB80001581473"
"104","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx7,0","2017",NA,NA,NA,7,"DELW_DEBB80001581473"
"105","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx7,0","2020",NA,NA,NA,7,"DELW_DEBB80001581473"
"106","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx7,4","2017",NA,NA,NA,7.4,"DELW_DEBB80001581473"
"107","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx7,5","2007",NA,NA,NA,7.5,"DELW_DEBB80001581473"
"108","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx7,5","2009",NA,NA,NA,7.5,"DELW_DEBB80001581473"
"109","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx7,5","2010",NA,NA,NA,7.5,"DELW_DEBB80001581473"
"110","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx7,6","2017",NA,NA,NA,7.6,"DELW_DEBB80001581473"
"111","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx7,8","2017",NA,NA,NA,7.8,"DELW_DEBB80001581473"
"112","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx8","2007",NA,NA,NA,8,"DELW_DEBB80001581473"
"113","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx8","2009",NA,NA,NA,8,"DELW_DEBB80001581473"
"114","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx9999","2009",NA,NA,NA,9999,"DELW_DEBB80001581473"
"115","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMx9999","2010",NA,NA,NA,9999,"DELW_DEBB80001581473"
"116","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","2007",NA,NA,8888,8888,"DELW_DEBB80001581473"
"117","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","2009",NA,NA,8888,8888,"DELW_DEBB80001581473"
"118","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","2010",NA,NA,8888,8888,"DELW_DEBB80001581473"
"119","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","2017",NA,NA,NA,8888,"DELW_DEBB80001581473"
"120","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","2020",NA,NA,NA,8888,"DELW_DEBB80001581473"
"121","80001581473","Templiner See bei Templin","80001581473_HM","80001581473_HMxeuphot","2023",NA,NA,8888,8888,"DELW_DEBB80001581473"
"122","80001581473","Templiner See bei Templin","80001581473euphot","80001581473euphot","2007",NA,NA,8888,8888,"DELW_DEBB80001581473"
"123","80001581473","Templiner See bei Templin","80001581473euphot","80001581473euphot","2009",NA,NA,NA,9999,"DELW_DEBB80001581473"
"124","80001581473","Templiner See bei Templin","80001581473euphot","80001581473x0,5","2007",NA,NA,NA,0.5,"DELW_DEBB80001581473"
"125","80001581473","Templiner See bei Templin","80001581473euphot","80001581473x1","2007",NA,NA,NA,1,"DELW_DEBB80001581473"
"126","80001581473","Templiner See bei Templin","80001581473euphot","80001581473x2","2007",NA,NA,NA,2,"DELW_DEBB80001581473"
"127","80001581473","Templiner See bei Templin","80001581473euphot","80001581473x3","2007",NA,NA,NA,3,"DELW_DEBB80001581473"
"128","80001581473","Templiner See bei Templin","80001581473euphot","80001581473x4","2007",NA,NA,NA,4,"DELW_DEBB80001581473"
"129","80001581473","Templiner See bei Templin","80001581473euphot","80001581473x5","2007",NA,NA,NA,5,"DELW_DEBB80001581473"
"130","80001581473","Templiner See bei Templin","80001581473euphot","80001581473x6","2007",NA,NA,NA,6,"DELW_DEBB80001581473"
"131","80001581473","Templiner See bei Templin","80001581473euphot","80001581473x7","2007",NA,NA,NA,7,"DELW_DEBB80001581473"
"132","80001581473","Templiner See bei Templin","80001581473euphot","80001581473x7,5","2007",NA,NA,NA,7.5,"DELW_DEBB80001581473"
"133","80001581473","Templiner See bei Templin","80001581473euphot","80001581473x8","2007",NA,NA,NA,8,"DELW_DEBB80001581473"
"134","80001581473","Templiner See bei Templin","S_TES_1","80001581473_HMx0","2009",NA,NA,NA,0,"DELW_DEBB80001581473"
"135","80001581473","Templiner See bei Templin","S_TES_1","80001581473_HMx0,05","2009",NA,NA,NA,0.05,"DELW_DEBB80001581473"
"136","80001581473","Templiner See bei Templin","S_TES_1","80001581473_HMx0,10","2009",NA,NA,NA,0.1,"DELW_DEBB80001581473"
"137","80001581473","Templiner See bei Templin","S_TES_1","80001581473_HMx0,15","2009",NA,NA,NA,0.15,"DELW_DEBB80001581473"
"138","80001581473","Templiner See bei Templin","S_TES_1","80001581473_HMx0,20","2009",NA,NA,NA,0.2,"DELW_DEBB80001581473"
"139","80001581473","Templiner See bei Templin","S_TES_1","80001581473_HMx0,25","2009",NA,NA,NA,0.25,"DELW_DEBB80001581473"
"140","80001581473","Templiner See bei Templin","S_TES_1","80001581473_HMx0,30","2009",NA,NA,NA,0.3,"DELW_DEBB80001581473"
"141","80001581473","Templiner See bei Templin","S_TES_2","80001581473_2x0","2009",NA,NA,NA,0,"DELW_DEBB80001581473"
"142","80001581473","Templiner See bei Templin","S_TES_2","80001581473_2x0,05","2009",NA,NA,NA,0.05,"DELW_DEBB80001581473"
"143","80001581473","Templiner See bei Templin","S_TES_2","80001581473_2x0,10","2009",NA,NA,NA,0.1,"DELW_DEBB80001581473"
"144","80001581473","Templiner See bei Templin","S_TES_2","80001581473_2x0,15","2009",NA,NA,NA,0.15,"DELW_DEBB80001581473"
"145","80001581473","Templiner See bei Templin","S_TES_2","80001581473_2x0,20","2009",NA,NA,NA,0.2,"DELW_DEBB80001581473"
"146","80001581473","Templiner See bei Templin","S_TES_2","80001581473_2x0,25","2009",NA,NA,NA,0.25,"DELW_DEBB80001581473"
"147","80001581473","Templiner See bei Templin","S_TES_2","80001581473_2x0,30","2009",NA,NA,NA,0.3,"DELW_DEBB80001581473"
"148","80001581473","Templiner See bei Templin","S_TES_3","80001581473_3x0","2009",NA,NA,NA,0,"DELW_DEBB80001581473"
"149","80001581473","Templiner See bei Templin","S_TES_3","80001581473_3x0,05","2009",NA,NA,NA,0.05,"DELW_DEBB80001581473"
"150","80001581473","Templiner See bei Templin","S_TES_3","80001581473_3x0,10","2009",NA,NA,NA,0.1,"DELW_DEBB80001581473"
"151","80001581473","Templiner See bei Templin","S_TES_3","80001581473_3x0,15","2009",NA,NA,NA,0.15,"DELW_DEBB80001581473"
"152","80001581473","Templiner See bei Templin","S_TES_3","80001581473_3x0,20","2009",NA,NA,NA,0.2,"DELW_DEBB80001581473"
"153","80001581473","Templiner See bei Templin","S_TES_3","80001581473_3x0,25","2009",NA,NA,NA,0.25,"DELW_DEBB80001581473"
"154","80001581473","Templiner See bei Templin","S_TES_3","80001581473_3x0,30","2009",NA,NA,NA,0.3,"DELW_DEBB80001581473"
"155","80001581473","Templiner See bei Templin","S_TES_4","80001581473_4x0","2009",NA,NA,NA,0,"DELW_DEBB80001581473"
"156","80001581473","Templiner See bei Templin","S_TES_4","80001581473_4x0,05","2009",NA,NA,NA,0.05,"DELW_DEBB80001581473"
"157","80001581473","Templiner See bei Templin","S_TES_4","80001581473_4x0,10","2009",NA,NA,NA,0.1,"DELW_DEBB80001581473"
"158","80001581473","Templiner See bei Templin","S_TES_4","80001581473_4x0,15","2009",NA,NA,NA,0.15,"DELW_DEBB80001581473"
"159","80001581473","Templiner See bei Templin","S_TES_4","80001581473_4x0,20","2009",NA,NA,NA,0.2,"DELW_DEBB80001581473"
"160","80001581473","Templiner See bei Templin","S_TES_4","80001581473_4x0,25","2009",NA,NA,NA,0.25,"DELW_DEBB80001581473"
"161","80001581473","Templiner See bei Templin","S_TES_4","80001581473_4x0,30","2009",NA,NA,NA,0.3,"DELW_DEBB80001581473"
"162","80001582739","Schwielochsee","10300010","10300010","2008",NA,NA,NA,NA,"DELW_DEBB80001582739"
"163","80001582739","Schwielochsee","10300010","10300010a","2008",0,12,0,0.6,"DELW_DEBB80001582739"
"164","80001582739","Schwielochsee","10300010","10300010a","2014",0,6,0,0.5,"DELW_DEBB80001582739"
"165","80001582739","Schwielochsee","10300010","10300010a","2017",0,8,0,0.5,"DELW_DEBB80001582739"
"166","80001582739","Schwielochsee","10300010","10300010a","2023",NA,NA,0,1,"DELW_DEBB80001582739"
"167","80001582739","Schwielochsee","10300010","10300010b","2014",6,12,0.5,0.6,"DELW_DEBB80001582739"
"168","80001582739","Schwielochsee","10300010","10300010b","2017",8,36,0.5,1,"DELW_DEBB80001582739"
"169","80001582739","Schwielochsee","10300011","10300011","2008",NA,NA,NA,NA,"DELW_DEBB80001582739"
"170","80001582739","Schwielochsee","10300011","10300011a","2008",0,5,0,0.4,"DELW_DEBB80001582739"
"171","80001582739","Schwielochsee","10300011","10300011a","2014",0,10,0,0.6,"DELW_DEBB80001582739"
"172","80001582739","Schwielochsee","10300011","10300011a","2017",0,10,0,0.6,"DELW_DEBB80001582739"
"173","80001582739","Schwielochsee","10300011","10300011a","2023",NA,NA,0,1,"DELW_DEBB80001582739"
"174","80001582739","Schwielochsee","10300011","10300011b","2008",5,50,0.4,0.6,"DELW_DEBB80001582739"
"175","80001582739","Schwielochsee","10300011","10300011b","2014",10,44,0.6,0.7,"DELW_DEBB80001582739"
"176","80001582739","Schwielochsee","10300011","10300011b","2017",10,186,0.6,1.1,"DELW_DEBB80001582739"
"177","80001582739","Schwielochsee","10300011","10300011c","2008",50,177,0.6,1,"DELW_DEBB80001582739"
"178","80001582739","Schwielochsee","10300011","10300011c","2014",44,183,0.7,1.1,"DELW_DEBB80001582739"
"179","80001582739","Schwielochsee","1031","1031","2008",NA,NA,NA,NA,"DELW_DEBB80001582739"
"180","80001582739","Schwielochsee","1031","1031a","2001",NA,NA,0,1,"DELW_DEBB80001582739"
"181","80001582739","Schwielochsee","1031","1031a","2008",0,51,0,0.7,"DELW_DEBB80001582739"
"182","80001582739","Schwielochsee","1031","1031a","2014",0,67,0,1.2,"DELW_DEBB80001582739"
"183","80001582739","Schwielochsee","1031","1031a","2017",0,39,0,0.8,"DELW_DEBB80001582739"
"184","80001582739","Schwielochsee","1031","1031a","2023",NA,NA,0,1,"DELW_DEBB80001582739"
"185","80001582739","Schwielochsee","1033","1033","2008",NA,NA,NA,NA,"DELW_DEBB80001582739"
"186","80001582739","Schwielochsee","1033","1033a","2008",0,20,0,0.7,"DELW_DEBB80001582739"
"187","80001582739","Schwielochsee","1033","1033a","2014",0,30,0,0.9,"DELW_DEBB80001582739"
"188","80001582739","Schwielochsee","1033","1033a","2017",0,42,0,1.5,"DELW_DEBB80001582739"
"189","80001582739","Schwielochsee","1033","1033a","2023",NA,NA,0,1,"DELW_DEBB80001582739"
"190","80001582739","Schwielochsee","1033","1033b","2008",20,36,0.7,1,"DELW_DEBB80001582739"
"191","80001582739","Schwielochsee","1034","1034a","2008",0,25,0,0.8,"DELW_DEBB80001582739"
"192","80001582739","Schwielochsee","1034","1034a","2014",0,40,0,1,"DELW_DEBB80001582739"
"193","80001582739","Schwielochsee","1034","1034a","2017",0,40,0,0.7,"DELW_DEBB80001582739"
"194","80001582739","Schwielochsee","1034","1034a","2023",NA,NA,0,1,"DELW_DEBB80001582739"
"195","80001582739","Schwielochsee","1034","1034b","2008",25,64,0.8,1.1,"DELW_DEBB80001582739"
"196","80001582739","Schwielochsee","1034","1034b","2014",40,73,1,1.3,"DELW_DEBB80001582739"
"197","80001582739","Schwielochsee","1034","1034b","2017",40,71,0.7,1,"DELW_DEBB80001582739"
"198","80001582739","Schwielochsee","1034","1034c","2008",64,89,1.1,1.1,"DELW_DEBB80001582739"
"199","80001582739","Schwielochsee","1034","1034c","2014",73,102,1.3,1.3,"DELW_DEBB80001582739"
"200","80001582739","Schwielochsee","1034","1034c","2017",71,107,1,1.1,"DELW_DEBB80001582739"
"201","80001582739","Schwielochsee","1034","1034d","2008",89,151,1.1,1.2,"DELW_DEBB80001582739"
"202","80001582739","Schwielochsee","1034","1034d","2014",102,246,1.3,1.3,"DELW_DEBB80001582739"
"203","80001582739","Schwielochsee","1034","1034d","2017",107,141,1.1,1.1,"DELW_DEBB80001582739"
"204","80001582739","Schwielochsee","1035","1035","2008",NA,NA,NA,NA,"DELW_DEBB80001582739"
"205","80001582739","Schwielochsee","1035","1035a","2008",0,11,0,0.5,"DELW_DEBB80001582739"
"206","80001582739","Schwielochsee","1035","1035a","2014",0,11,0,0.8,"DELW_DEBB80001582739"
"207","80001582739","Schwielochsee","1035","1035a","2017",0,11,0,0.7,"DELW_DEBB80001582739"
"208","80001582739","Schwielochsee","1035","1035a","2023",NA,NA,0,1,"DELW_DEBB80001582739"
"209","80001582739","Schwielochsee","1035","1035b","2008",11,35,0.5,0.8,"DELW_DEBB80001582739"
"210","80001582739","Schwielochsee","1035","1035b","2014",11,67,0.8,1.4,"DELW_DEBB80001582739"
"211","80001582739","Schwielochsee","1035","1035b","2017",11,43,0.7,0.9,"DELW_DEBB80001582739"
"212","80001582739","Schwielochsee","1035","1035c","2008",35,58,0.8,1.1,"DELW_DEBB80001582739"
"213","80001582739","Schwielochsee","1035","1035c","2017",43,48,0.9,1,"DELW_DEBB80001582739"
"214","80001582739","Schwielochsee","1035","1035d","2008",58,70,1.1,1.3,"DELW_DEBB80001582739"
"215","80001582739","Schwielochsee","1035","1035d","2017",48,73,1,1.2,"DELW_DEBB80001582739"
"216","80001582739","Schwielochsee","1036","1036","2008",NA,NA,NA,NA,"DELW_DEBB80001582739"
"217","80001582739","Schwielochsee","1036","1036a","2008",0,15,0,0.8,"DELW_DEBB80001582739"
"218","80001582739","Schwielochsee","1036","1036a","2014",0,12,0,0.9,"DELW_DEBB80001582739"
"219","80001582739","Schwielochsee","1036","1036a","2017",0,14,0,0.8,"DELW_DEBB80001582739"
"220","80001582739","Schwielochsee","1036","1036a","2023",NA,NA,0,1,"DELW_DEBB80001582739"
"221","80001582739","Schwielochsee","1036","1036b","2017",14,25,0.8,1.3,"DELW_DEBB80001582739"
"222","80001582739","Schwielochsee","1037","1037","2008",NA,NA,NA,NA,"DELW_DEBB80001582739"
"223","80001582739","Schwielochsee","1037","1037a","2008",0,25,0,1,"DELW_DEBB80001582739"
"224","80001582739","Schwielochsee","1037","1037a","2014",0,25,0,1,"DELW_DEBB80001582739"
"225","80001582739","Schwielochsee","1037","1037a","2017",0,22,0,0.8,"DELW_DEBB80001582739"
"226","80001582739","Schwielochsee","1037","1037a","2023",NA,NA,0,1,"DELW_DEBB80001582739"
"227","80001582739","Schwielochsee","1038","1038","2008",NA,NA,NA,NA,"DELW_DEBB80001582739"
"228","80001582739","Schwielochsee","1038","1038a","2008",0,7,0.3,0.5,"DELW_DEBB80001582739"
