"code","ages","name","value"
"EN26_200",1154,"C",0.11093924078159
"EN26_200",1155,"Fe",0.493230683263391
"EN26_200",1155,"Mn",0.842346368357539
"EN26_200",1155,"Se",0.583282415987924
"EN26_200",1155,"C",0.71508022560738
"EN26_200",1167,"Fe",0.491066545946524
"EN26_200",1167,"Mn",0.818551016040146
"EN26_200",1167,"Se",0.982258272357285
"EN26_200",1167,"C",0.438273641513661
"EN26_200",1171,"Fe",0.899113640189171
"EN26_200",1171,"Mn",0.981601875042543
"EN26_200",1171,"Se",0.113122863927856
"EN26_200",1171,"C",0.95987023296766
"EN26_200",1172,"Fe",0.0838357345201075
"EN26_200",1172,"Mn",0.24246356007643
"EN26_200",1172,"Se",0.613701267167926
"EN26_200",1172,"C",0.683312970912084
"EN26_200",1181,"Fe",0.665872434386984
"EN26_200",1181,"Mn",0.785513922572136
"EN26_200",1181,"Se",0.573300893418491
"EN26_200",1181,"C",0.320092452690005
"EN26_200",1186,"Fe",0.17161446553655
"EN26_200",1186,"Mn",0.76266781357117
"EN26_200",1186,"Se",0.947490172926337
"EN26_200",1186,"C",0.234269864857197
"EN26_200",1200,"Fe",0.357045628130436
"EN26_200",1200,"Mn",0.834458800265566
"EN26_200",1200,"Se",0.941996085224673
"EN26_200",1200,"C",0.667305386858061
"EN26_200",1215,"Fe",0.743179765064269
"EN26_200",1215,"Mn",0.293852215632796
"EN26_200",1215,"Se",0.6418120872695
"EN26_200",1215,"C",0.331340649398044
"EN26_200",1228,"Fe",0.421292898012325
"EN26_200",1228,"Mn",0.0511389833409339
"EN26_200",1228,"Se",0.012185956351459
"EN26_200",1228,"C",0.0787453413940966
"EN26_200",1231,"Fe",0.96106905140914
"EN26_200",1231,"Mn",0.985948592890054
"EN26_200",1231,"Se",0.356468048645183
"EN26_200",1231,"C",0.162705703871325
"EN26_200",1236,"Fe",0.643164997454733
"EN26_200",1236,"Mn",0.204227038193494
"EN26_200",1236,"Se",0.901066203135997
"EN26_200",1236,"C",0.599390766117722
"EN26_200",1250,"Fe",0.506326398579404
"EN26_200",1250,"Mn",0.73648542445153
"EN26_200",1250,"Se",0.328255439642817
"EN26_200",1250,"C",0.448976068990305
"EN26_200",1270,"Fe",0.0420845516491681
"EN26_200",1270,"Mn",0.0541146274190396
"EN26_200",1270,"Se",0.486429528100416
"EN26_200",1270,"C",0.564963102340698
"EN26_200",1274,"Fe",0.636848286259919
"EN26_200",1274,"Mn",0.35199173912406
"EN26_200",1274,"Se",0.958180351182818
"EN26_200",1274,"C",0.00226789829321206
"EN26_200",1296,"Fe",0.854679218260571
"EN26_200",1296,"Mn",0.227417051093653
"EN26_200",1296,"Se",0.285212777554989
"EN26_200",1296,"C",0.336872902931646
"EN26_200",1299,"Fe",0.994431242812425
"EN26_200",1299,"Mn",0.709439126309007
"EN26_200",1299,"Se",0.438356112223119
"EN26_200",1299,"C",0.694703972432762
"EN26_200",1306,"Fe",0.669570526340976
"EN26_200",1306,"Mn",0.0647187770809978
"EN26_200",1306,"Se",0.617419581860304
"EN26_200",1306,"C",0.151604024460539
"EN26_200",1317,"Fe",0.0836258439812809
"EN26_200",1317,"Mn",0.245386553229764
"EN26_200",1317,"Se",0.867013104259968
"EN26_200",1317,"C",0.0540558693464845
"EN26_200",1336,"Fe",0.532360512297601
"EN26_200",1336,"Mn",0.551545968744904
"EN26_200",1336,"Se",0.649684691568837
"EN26_200",1336,"C",0.701363367261365
"EN26_200",1338,"Fe",0.109964578878134
"EN26_200",1338,"Mn",0.145973855396733
"EN26_200",1338,"Se",0.231511365855113
"EN26_200",1338,"C",0.943533705314621
"EN26_200",1356,"Fe",0.406623451504856
"EN26_200",1356,"Mn",0.850048655411229
"EN26_200",1356,"Se",0.301058382727206
"EN26_200",1356,"C",0.428398975403979
"EN26_200",1368,"Fe",0.687167750671506
"EN26_200",1368,"Mn",0.93197066988796
"EN26_200",1368,"Se",0.0662404724862427
"EN26_200",1368,"C",0.0269864303991199
"EN26_200",1376,"Fe",0.420569044305012
"EN26_200",1376,"Mn",0.816317723598331
"EN26_200",1376,"Se",0.25629948428832
"EN26_200",1376,"C",0.0869508041068912
"EN26_200",1378,"Fe",0.111638103611767
"EN26_200",1378,"Mn",0.0863096460234374
"EN26_200",1378,"Se",0.793841423233971
"EN26_200",1378,"C",0.587424849858508
"EN26_200",1384,"Fe",0.733722711680457
"EN26_200",1384,"Mn",0.46940090553835
"EN26_200",1384,"Se",0.561801041476429
"EN26_200",1384,"C",0.0789822044316679
"EN26_200",1396,"Fe",0.191945590777323
"EN26_200",1396,"Mn",0.880385140655562
"EN26_200",1396,"Se",0.814857519930229
"EN26_200",1396,"C",0.850725562078878
"EN26_200",1401,"Fe",0.806898685637861
"EN26_200",1401,"Mn",0.246194785926491
"EN26_200",1401,"Se",0.333101299824193
"EN26_200",1401,"C",0.975559300277382
"EN26_200",1442,"Fe",0.245306216413155
"EN26_200",1442,"Mn",0.459280451759696
"EN26_200",1442,"Se",0.468458491843194
"EN26_200",1442,"C",0.165249821729958
"EN26_200",1444,"Fe",0.237447892082855
"EN26_200",1444,"Mn",0.455638898769394
"EN26_200",1444,"Se",0.238926354795694
"EN26_200",1444,"C",0.8450070861727
"EN26_200",1455,"Fe",0.277238250244409
"EN26_200",1455,"Mn",0.815582985291258
"EN26_200",1455,"Se",0.0721672559157014
"EN26_200",1455,"C",0.000525131821632385
"EN26_200",1460,"Fe",0.4625555051025
"EN26_200",1460,"Mn",0.923006331780925
"EN26_200",1460,"Se",0.305844384245574
"EN26_200",1460,"C",0.772033876739442
"EN26_200",1466,"Fe",0.799683296121657
"EN26_200",1466,"Mn",0.660874055000022
"EN26_200",1466,"Se",0.595361066283658
"EN26_200",1466,"C",0.342486195964739
"EN26_200",1467,"Fe",0.423949218820781
"EN26_200",1467,"Mn",0.794299032306299
"EN26_200",1467,"Se",0.586095517966896
"EN26_200",1467,"C",0.849528288468719
"EN26_200",1470,"Fe",0.827489889925346
"EN26_200",1470,"Mn",0.432853409321979
"EN26_200",1470,"Se",0.0386503266636282
"EN26_200",1470,"C",0.518215466057882
"EN26_200",1481,"Fe",0.134553890675306
"EN26_200",1481,"Mn",0.516713733784854
"EN26_200",1481,"Se",0.813903343165293
"EN26_200",1481,"C",0.239161328179762
"EN26_200",1485,"Fe",0.203374969074503
"EN26_200",1485,"Mn",0.0285744082648307
"EN26_200",1485,"Se",0.700626027071849
"EN26_200",1485,"C",0.514886930119246
"EN26_200",1499,"Fe",0.849360472755507
"EN26_200",1499,"Mn",0.638768724398687
"EN26_200",1499,"Se",0.415718462551013
"EN26_200",1499,"C",0.57387070148252
"EN26_200",1523,"Fe",0.962061182595789
"EN26_200",1523,"Mn",0.381284642731771
"EN26_200",1523,"Se",0.198754579061642
"EN26_200",1523,"C",0.633450438501313
"EN26_200",1532,"Fe",0.504736742237583
"EN26_200",1532,"Mn",0.921984949847683
"EN26_200",1532,"Se",0.751356090884656
"EN26_200",1532,"C",0.0836829983163625
"EN26_200",1541,"Fe",0.203056955477223
"EN26_200",1541,"Mn",0.0257955419365317
"EN26_200",1541,"Se",0.201918157050386
"EN26_200",1541,"C",0.499217093456537
"EN26_200",1555,"Fe",0.659805491100997
"EN26_200",1555,"Mn",0.356789143290371
"EN26_200",1555,"Se",0.65119102713652
"EN26_200",1555,"C",0.769604418892413
"EN26_200",1559,"Fe",0.29242381057702
"EN26_200",1559,"Mn",0.402338025160134
"EN26_200",1559,"Se",0.0161004674155265
"EN26_200",1559,"C",0.513781520538032
"EN26_200",1563,"Fe",0.586735947057605
"EN26_200",1563,"Mn",0.286197810200974
"EN26_200",1563,"Se",0.156521395081654
"EN26_200",1563,"C",0.699240704067051
"EN26_200",1575,"Fe",0.0324665764346719
"EN26_200",1575,"Mn",0.194156816927716
"EN26_200",1575,"Se",0.350545316003263
"EN26_200",1575,"C",0.10165447788313
"EN26_200",1588,"Fe",0.602862514089793
"EN26_200",1588,"Mn",0.809989464236423
"EN26_200",1588,"Se",0.858458164846525
"EN26_200",1588,"C",0.986775778234005
"EN26_200",1590,"Fe",0.993309471523389
"EN26_200",1590,"Mn",0.635128796333447
"EN26_200",1590,"Se",0.901114606764168
"EN26_200",1590,"C",0.43868598411791
"EN26_200",1609,"Fe",0.317516013514251
"EN26_200",1609,"Mn",0.0238561672158539
"EN26_200",1609,"Se",0.560737665509805
"EN26_200",1609,"C",0.232389248209074
"EN26_200",1612,"Fe",0.219694888452068
"EN26_200",1612,"Mn",0.472695366246626
"EN26_200",1612,"Se",0.951015209313482
"EN26_200",1612,"C",0.734357859939337
"EN26_200",1614,"Fe",0.67069153347984
"EN26_200",1614,"Mn",0.178557626204565
"EN26_200",1614,"Se",0.530729397200048
"EN26_200",1614,"C",0.884665247285739
"EN26_200",1620,"Fe",0.0963087561540306
"EN26_200",1620,"Mn",0.550303825177252
"EN26_200",1620,"Se",0.594291266519576
"EN26_200",1620,"C",0.176814044592902
"EN26_200",1623,"Fe",0.186303638154641
"EN26_200",1623,"Mn",0.312512802658603
"EN26_200",1623,"Se",0.0467013127636164
"EN26_200",1623,"C",0.379394794115797
"EN26_200",1624,"Fe",0.168323204154149
"EN26_200",1624,"Mn",0.11676366860047
"EN26_200",1624,"Se",0.324728742940351
"EN26_200",1624,"C",0.0283514971379191
"EN26_200",1637,"Fe",0.595154760172591
"EN26_200",1637,"Mn",0.470941455801949
"EN26_200",1637,"Se",0.0244065409060568
"EN26_200",1637,"C",0.627081284765154
"EN26_200",1642,"Fe",0.0169468454550952
"EN26_200",1642,"Mn",0.878639750182629
"EN26_200",1642,"Se",0.889196964679286
"EN26_200",1642,"C",0.816806119633839
"EN26_200",1670,"Fe",0.7931069645565
"EN26_200",1670,"Mn",0.354321932187304
"EN26_200",1670,"Se",0.84616147633642
"EN26_200",1670,"C",0.290185022633523
"EN26_200",1680,"Fe",0.248954266775399
"EN26_200",1680,"Mn",0.801696375012398
"EN26_200",1680,"Se",0.742378101916984
"EN26_200",1680,"C",0.783143122680485
"EN26_200",1685,"Fe",0.900242804083973
"EN26_200",1685,"Mn",0.928965060273185
"EN26_200",1685,"Se",0.880793269025162
"EN26_200",1685,"C",0.862926188390702
"EN26_200",1687,"Fe",0.550662367371842
"EN26_200",1687,"Mn",0.188408073037863
"EN26_200",1687,"Se",0.315171934431419
"EN26_200",1687,"C",0.207207593601197
"EN26_200",1694,"Fe",0.626527166459709
"EN26_200",1694,"Mn",0.714777064044029
"EN26_200",1694,"Se",0.0753077415283769
"EN26_200",1694,"C",0.257746631512418
"EN26_200",1696,"Fe",0.23775523644872
"EN26_200",1696,"Mn",0.180067402310669
"EN26_200",1696,"Se",0.6677924268879
"EN26_200",1696,"C",0.179616680601612
"EN26_200",1710,"Fe",0.414780013728887
"EN26_200",1710,"Mn",0.905224815476686
"EN26_200",1710,"Se",0.297764221439138
"EN26_200",1710,"C",0.784941067453474
"EN26_200",1732,"Fe",0.542874745791778
"EN26_200",1732,"Mn",0.862987220985815
"EN26_200",1732,"Se",0.763318446930498
"EN26_200",1732,"C",0.628514324082062
"EN26_200",1759,"Fe",0.345206848811358
"EN26_200",1759,"Mn",0.607589432504028
"EN26_200",1759,"Se",0.893324088538066
"EN26_200",1759,"C",0.58924639923498
"EN26_200",1760,"Fe",0.730563374701887
"EN26_200",1760,"Mn",0.910646525910124
"EN26_200",1760,"Se",0.459754098206758
"EN26_200",1760,"C",0.747816254617646
"EN26_200",1772,"Fe",0.514890433289111
"EN26_200",1772,"Mn",0.643557007424533
"EN26_200",1772,"Se",0.566009719623253
"EN26_200",1772,"C",0.32042068685405
"EN26_200",1777,"Fe",0.0481279718223959
"EN26_200",1777,"Mn",0.746886343695223
"EN26_200",1777,"Se",0.888298158533871
"EN26_200",1777,"C",0.304163261782378
"EN26_200",1786,"Fe",0.799701560754329
"EN26_200",1786,"Mn",0.299209191929549
"EN26_200",1786,"Se",0.829250809270889
"EN26_200",1786,"C",0.0500034207943827
"EN26_200",1792,"Fe",0.0401031437795609
"EN26_200",1792,"Mn",0.169959558872506
"EN26_200",1792,"Se",0.747424965025857
"EN26_200",1792,"C",0.0343595268204808
"EN26_200",1796,"Fe",0.11575155518949
"EN26_200",1796,"Mn",0.738516902085394
"EN26_200",1796,"Se",0.12559035141021
"EN26_200",1796,"C",0.914523317012936
"EN26_200",1820,"Fe",0.508031387347728
"EN26_200",1820,"Mn",0.760579264024273
"EN26_200",1820,"Se",0.268587648868561
"EN26_200",1820,"C",0.943126581609249
"EN26_200",1825,"Fe",0.882687828270718
"EN26_200",1825,"Mn",0.890574156073853
"EN26_200",1825,"Se",0.584617384476587
"EN26_200",1825,"C",0.276848308742046
"EN26_200",1839,"Fe",0.710097307339311
"EN26_200",1839,"Mn",0.177992930402979
"EN26_200",1839,"Se",0.443029196001589
"EN26_200",1839,"C",0.223506769398227
"EN26_200",1841,"Fe",0.419966833200306
"EN26_200",1841,"Mn",0.299296937184408
"EN26_200",1841,"Se",0.168885388411582
"EN26_200",1841,"C",0.955585244577378
"EN26_200",1872,"Fe",0.429408627795056
"EN26_200",1872,"Mn",0.617916966089979
"EN26_200",1872,"Se",0.381187551887706
"EN26_200",1872,"C",0.268184741493315
"EN26_200",1890,"Fe",0.645760668907315
"EN26_200",1890,"Mn",0.00372866238467395
"EN26_200",1890,"Se",0.976027510361746
"EN26_200",1890,"C",0.500457444461063
"EN26_200",1899,"Fe",0.585620302474126
"EN26_200",1899,"Mn",0.877851070603356
"EN26_200",1899,"Se",0.504099268699065
"EN26_200",1899,"C",0.65099480911158
"EN26_200",1908,"Fe",0.656957184430212
"EN26_200",1908,"Mn",0.951797315618023
"EN26_200",1908,"Se",0.767708194209263
"EN26_200",1908,"C",0.221854131901637
"EN26_200",1914,"Fe",0.978341712383553
"EN26_200",1914,"Mn",0.763177945977077
"EN26_200",1914,"Se",0.931630156002939
"EN26_200",1914,"C",0.0967568149790168
"EN26_200",1926,"Fe",0.865322759607807
"EN26_200",1926,"Mn",0.847461491823196
"EN26_200",1926,"Se",0.224647493800148
"EN26_200",1926,"C",0.438147540204227
"EN26_200",1935,"Fe",0.346624830272049
"EN26_200",1935,"Mn",0.31219994998537
"EN26_200",1935,"Se",0.22098265378736
"EN26_200",1935,"C",0.768024308141321
"EN26_200",1939,"Fe",0.953292146790773
"EN26_200",1939,"Mn",0.513237287290394
"EN26_200",1939,"Se",0.897370158694685
"EN26_200",1939,"C",0.688333535101265
"EN26_200",1944,"Fe",0.889360264874995
"EN26_200",1944,"Mn",0.231515926076099
"EN26_200",1944,"Se",0.762191580375656
"EN26_200",1944,"C",0.56235824408941
"EN26_200",1963,"Fe",0.415223815245554
"EN26_200",1963,"Mn",0.677883353084326
"EN26_200",1963,"Se",0.555105706211179
"EN26_200",1963,"C",0.0937531050294638
"EN26_200",1976,"Fe",0.547292680712417
"EN26_200",1976,"Mn",0.369224797701463
"EN26_200",1976,"Se",0.338367303367704
"EN26_200",1976,"C",0.718055338831618
"EN26_200",1988,"Fe",0.0816459397319704
"EN26_200",1988,"Mn",0.0906134825199842
"EN26_200",1988,"Se",0.222424414008856
"EN26_200",1988,"C",0.657462868373841
"EN26_200",2011,"Fe",0.68873387388885
"EN26_200",2011,"Mn",0.274636850925162
"EN26_200",2011,"Se",0.817262792261317
"EN26_200",2011,"C",0.714213691884652
"EN26_201",1010,"Fe",0.591234514722601
"EN26_201",1010,"Mn",0.972449777415022
"EN26_201",1010,"Se",0.142561096698046
"EN26_201",1010,"C",0.175630375277251
"EN26_201",1023,"Fe",0.000975832110270858
"EN26_201",1023,"Mn",0.770460091996938
"EN26_201",1023,"Se",0.0829626084305346
"EN26_201",1023,"C",0.321828247047961
"EN26_201",1061,"Fe",0.536440094467252
"EN26_201",1061,"Mn",0.945432205917314
"EN26_201",1061,"Se",0.449106402695179
"EN26_201",1061,"C",0.104035566095263
"EN26_201",1063,"Fe",0.526530904695392
"EN26_201",1063,"Mn",0.858955709263682
"EN26_201",1063,"Se",0.799687044462189
"EN26_201",1063,"C",0.731683800695464
"EN26_201",1071,"Fe",0.97634258819744
"EN26_201",1071,"Mn",0.920596779556945
"EN26_201",1071,"Se",0.874274459667504
"EN26_201",1071,"C",0.622909591533244
"EN26_201",1100,"Fe",0.647691510152072
"EN26_201",1100,"Mn",0.816445750417188
"EN26_201",1100,"Se",0.278946979669854
"EN26_201",1100,"C",0.809316951083019
"EN26_201",1117,"Fe",0.897486933041364
"EN26_201",1117,"Mn",0.0492480613756925
"EN26_201",1117,"Se",0.0768509856425226
"EN26_201",1117,"C",0.026121323229745
"EN26_201",1126,"Fe",0.391928661847487
"EN26_201",1126,"Mn",0.674856134457514
"EN26_201",1126,"Se",0.162599212955683
"EN26_201",1126,"C",0.783645100193098
"EN26_201",1146,"Fe",0.983553664758801
"EN26_201",1146,"Mn",0.176579277031124
"EN26_201",1146,"Se",0.628043039701879
"EN26_201",1146,"C",0.484377675689757
"EN26_201",1148,"Fe",0.596148531651124
"EN26_201",1148,"Mn",0.323033777531236
"EN26_201",1148,"Se",0.293451469158754
"EN26_201",1148,"C",0.402363380184397
"EN26_201",1169,"Fe",0.738199284533039
"EN26_201",1169,"Mn",0.739489516709
"EN26_201",1169,"Se",0.0789124723523855
"EN26_201",1169,"C",0.694897744804621
"EN26_201",1173,"Fe",0.733713897876441
"EN26_201",1173,"Mn",0.00462752440944314
"EN26_201",1173,"Se",0.936897396109998
"EN26_201",1173,"C",0.789717964828014
"EN26_201",1179,"Fe",0.512552471831441
"EN26_201",1179,"Mn",0.611276026582345
"EN26_201",1179,"Se",0.984345767181367
"EN26_201",1179,"C",0.311817766167223
"EN26_201",1185,"Fe",0.342893593711779
"EN26_201",1185,"Mn",0.318103549536318
"EN26_201",1185,"Se",0.667202324140817
"EN26_201",1185,"C",0.429395283572376
"EN26_201",1192,"Fe",0.465942007955164
"EN26_201",1192,"Mn",0.879533562576398
"EN26_201",1192,"Se",0.621367563959211
"EN26_201",1192,"C",0.222804830642417
"EN26_201",1197,"Fe",0.475403615972027
"EN26_201",1197,"Mn",0.63008589297533
"EN26_201",1197,"Se",0.459140812046826
"EN26_201",1197,"C",0.552735766395926
"EN26_201",1231,"Fe",0.239636050537229
"EN26_201",1231,"Mn",0.193388653220609
"EN26_201",1231,"Se",0.234622715739533
"EN26_201",1231,"C",0.163685781648383
"EN26_201",1238,"Fe",0.763669308740646
"EN26_201",1238,"Mn",0.374013339867815
"EN26_201",1238,"Se",0.76477457000874
"EN26_201",1238,"C",0.0922283637337387
"EN26_201",1253,"Fe",0.3013665152248
"EN26_201",1253,"Mn",0.89652299718
"EN26_201",1253,"Se",0.574368247296661
"EN26_201",1253,"C",0.140004814369604
"EN26_201",1254,"Fe",0.445045906817541
"EN26_201",1254,"Mn",0.316255551297218
"EN26_201",1254,"Se",0.052746961126104
"EN26_201",1254,"C",0.685765387723222
"EN26_201",1258,"Fe",0.426464049611241
"EN26_201",1258,"Mn",0.626839110860601
"EN26_201",1258,"Se",0.047389027196914
"EN26_201",1258,"C",0.283346795244142
"EN26_201",1264,"Fe",0.310564594808966
"EN26_201",1264,"Mn",0.469242036342621
"EN26_201",1264,"Se",0.239729072200134
"EN26_201",1264,"C",0.386101591633633
"EN26_201",1272,"Fe",0.885900066001341
"EN26_201",1272,"Mn",0.360452843597159
"EN26_201",1272,"Se",0.256535174092278
"EN26_201",1272,"C",0.437810969073325
"EN26_201",1274,"Fe",0.436936578014866
"EN26_201",1274,"Mn",0.500126926694065
"EN26_201",1274,"Se",0.306236728094518
"EN26_201",1274,"C",0.589747719699517
"EN26_201",1309,"Fe",0.343537536915392
"EN26_201",1309,"Mn",0.716824751580134
"EN26_201",1309,"Se",0.985415494767949
"EN26_201",1309,"C",0.348091676132753
"EN26_201",1310,"Fe",0.251398369902745
"EN26_201",1310,"Mn",0.509341507451609
"EN26_201",1310,"Se",0.570936418371275
"EN26_201",1310,"C",0.707707334309816
"EN26_201",1319,"Fe",0.970362409250811
"EN26_201",1319,"Mn",0.0385743472725153
"EN26_201",1319,"Se",0.545790493488312
"EN26_201",1319,"C",0.0228820545598865
"EN26_201",1332,"Fe",0.356519880704582
"EN26_201",1332,"Mn",0.964350338326767
"EN26_201",1332,"Se",0.832988235168159
"EN26_201",1332,"C",0.232182421488687
"EN26_201",1335,"Fe",0.0289534570183605
"EN26_201",1335,"Mn",0.585949519183487
"EN26_201",1335,"Se",0.982469378039241
"EN26_201",1335,"C",0.862877824809402
"EN26_201",1345,"Fe",0.115845555905253
"EN26_201",1345,"Mn",0.115161879220977
"EN26_201",1345,"Se",0.441493496997282
"EN26_201",1345,"C",0.0354451371822506
"EN26_201",1358,"Fe",0.270943883107975
"EN26_201",1358,"Mn",0.821136862039566
"EN26_201",1358,"Se",0.283136456971988
"EN26_201",1358,"C",0.0914966422133148
"EN26_201",1368,"Fe",0.962697314098477
"EN26_201",1368,"Mn",0.923787478823215
"EN26_201",1368,"Se",0.243353941943496
"EN26_201",1368,"C",0.739659678889439
"EN26_201",1378,"Fe",0.694736423203722
"EN26_201",1378,"Mn",0.236531821545213
"EN26_201",1378,"Se",0.739688290748745
"EN26_201",1378,"C",0.323452856391668
"EN26_201",1388,"Fe",0.500124726677313
"EN26_201",1388,"Mn",0.956122809788212
"EN26_201",1388,"Se",0.769334579817951
"EN26_201",1388,"C",0.00508767506107688
"EN26_201",1396,"Fe",0.105366984149441
"EN26_201",1396,"Mn",0.255312810651958
"EN26_201",1396,"Se",0.285316300345585
"EN26_201",1396,"C",0.322657125070691
"EN26_201",1426,"Fe",0.928136719856411
"EN26_201",1426,"Mn",0.557249838486314
"EN26_201",1426,"Se",0.48210822744295
"EN26_201",1426,"C",0.888631015783176
"EN26_201",1432,"Fe",0.344416009960696
"EN26_201",1432,"Mn",0.723232606425881
"EN26_201",1432,"Se",0.522753558587283
"EN26_201",1432,"C",0.82602055487223
"EN26_201",1434,"Fe",0.846760367508978
"EN26_201",1434,"Mn",0.51445565209724
"EN26_201",1434,"Se",0.794051244622096
"EN26_201",1434,"C",0.5843157581985
"EN26_201",1436,"Fe",0.40550100337714
"EN26_201",1436,"Mn",0.529140594881028
"EN26_201",1436,"Se",0.890646961517632
"EN26_201",1436,"C",0.577966532902792
"EN26_201",1443,"Fe",0.761585123371333
"EN26_201",1443,"Mn",0.368417940102518
"EN26_201",1443,"Se",0.982566771563143
"EN26_201",1443,"C",0.189621457597241
"EN26_201",1450,"Fe",0.95013857097365
"EN26_201",1450,"Mn",0.976740570738912
"EN26_201",1450,"Se",0.313780281925574
"EN26_201",1450,"C",0.671367922564968
"EN26_201",1451,"Fe",0.300774577772245
"EN26_201",1451,"Mn",0.852832827018574
"EN26_201",1451,"Se",0.463018063921481
"EN26_201",1451,"C",0.644891588017344
"EN26_201",1463,"Fe",0.16637924243696
"EN26_201",1463,"Mn",0.283793981885538
"EN26_201",1463,"Se",0.882193387486041
"EN26_201",1463,"C",0.40638327691704
"EN26_201",1472,"Fe",0.595828535733745
"EN26_201",1472,"Mn",0.941098592011258
"EN26_201",1472,"Se",0.168380238348618
"EN26_201",1472,"C",0.123538713203743
"EN26_201",1489,"Fe",0.441549741430208
"EN26_201",1489,"Mn",0.543287099804729
"EN26_201",1489,"Se",0.242354075890034
"EN26_201",1489,"C",0.779956520069391
"EN26_201",1491,"Fe",0.456321786856279
"EN26_201",1491,"Mn",0.840764736756682
"EN26_201",1491,"Se",0.22856456739828
"EN26_201",1491,"C",0.0851866886951029
"EN26_201",1500,"Fe",0.206658013630658
"EN26_201",1500,"Mn",0.98086410923861
"EN26_201",1500,"Se",0.904487063875422
"EN26_201",1500,"C",0.28212347230874
"EN26_201",1503,"Fe",0.869923285674304
"EN26_201",1503,"Mn",0.659370981855318
"EN26_201",1503,"Se",0.696452284231782
"EN26_201",1503,"C",0.404479363234714
"EN26_201",1508,"Fe",0.754682387923822
"EN26_201",1508,"Mn",0.3522418087814
"EN26_201",1508,"Se",0.729404083453119
"EN26_201",1508,"C",0.0281963935121894
"EN26_201",1515,"Fe",0.541546289110556
"EN26_201",1515,"Mn",0.187244254630059
"EN26_201",1515,"Se",0.148658168036491
"EN26_201",1515,"C",0.927698260406032
"EN26_201",1520,"Fe",0.638637704774737
"EN26_201",1520,"Mn",0.439847238129005
"EN26_201",1520,"Se",0.214845249895006
"EN26_201",1520,"C",0.0156671844888479
"EN26_201",1524,"Fe",0.119461205322295
"EN26_201",1524,"Mn",0.999449777649716
"EN26_201",1524,"Se",0.18840348534286
"EN26_201",1524,"C",0.80407832423225
"EN26_201",1532,"Fe",0.0667665100190789
"EN26_201",1532,"Mn",0.2505959183909
"EN26_201",1532,"Se",0.413168766768649
"EN26_201",1532,"C",0.362683442886919
"EN26_201",1543,"Fe",0.713942817412317
"EN26_201",1543,"Mn",0.678956971736625
"EN26_201",1543,"Se",0.764967346098274
"EN26_201",1543,"C",0.0614804595243186
"EN26_201",1552,"Fe",0.550507222767919
"EN26_201",1552,"Mn",0.334490503184497
"EN26_201",1552,"Se",0.684558772016317
"EN26_201",1552,"C",0.762190968031064
"EN26_201",1555,"Fe",0.103651268407702
"EN26_201",1555,"Mn",0.166626257589087
"EN26_201",1555,"Se",0.26620782003738
"EN26_201",1555,"C",0.983235601335764
"EN26_201",1556,"Fe",0.250603907974437
